degree distribution (probability density function of the degree in logarithmic bins) 
15.5522	0.0872772
17.8701	0.088926
20.5366	0.0419792
22.96	0.0453871
25.931	0.0233385
29.0417	0.0171237
32.5667	0.0189767
37.1935	0.0173849
42.1154	0.012927
47.04	0.0110198

degree distribution (degree-occurrences) 
15	0.075
16	0.0925
17	0.0725
18	0.0725
19	0.0475
20	0.0475
21	0.055
22	0.04
23	0.05
24	0.035
25	0.025
26	0.0275
27	0.02
28	0.015
29	0.0275
30	0.0175
31	0.0175
32	0.0175
33	0.02
34	0.02
35	0.01
36	0.0225
37	0.01
38	0.0125
39	0.0225
40	0.01
41	0.015
42	0.0175
43	0.0025
44	0.02
45	0.0175
46	0.0075
47	0.0125
48	0.0075
49	0.015
50	0.0025


--------------------------------------
community distribution (size-occurrences)
16	0.142857
22	0.0714286
23	0.214286
25	0.0714286
27	0.0714286
32	0.0714286
34	0.0714286
35	0.142857
40	0.0714286
49	0.0714286


--------------------------------------
mixing parameter
0.633971	0.005
0.647059	0.0025
0.666667	0.075
0.6801	0.0675
0.686709	0.175
0.694352	0.1225
0.701453	0.135
0.707067	0.145
0.715211	0.1025
0.722323	0.0725
0.731818	0.06
0.738215	0.0125
0.75	0.02
0.764706	0.0025
0.777778	0.0025

--------------------------------------
